Points:0,Points:1,Points:2,U:0,U:1,U:2
19.099,20,6.1739,0,0,0
19.099,20,7.1304,0,0,0
19.099,20,6.6521,0,0,0
19.099,20,2.3439,0,0,0
19.099,20,4.7391,0,0,0
19.099,20,5.2174,0,0,0
19.099,20,3.304,0,0,0
19.099,20,3.7825,0,0,0
19.099,20,5.6957,0,0,0
19.099,20,2.8248,0,0,0
19.099,20,1.8591,0,0,0
19.099,20,4.2608,0,0,0
19.099,20,7.6087,0,0,0
19.098,20,15.739,0,0,0
19.098,20,17.656,0,0,0
19.098,20,14.304,0,0,0
19.098,20,10.478,0,0,0
19.098,20,13.348,0,0,0
19.098,20,12.87,0,0,0
19.098,20,13.826,0,0,0
19.098,20,18.141,0,0,0
19.098,20,11.435,0,0,0
19.098,20,14.783,0,0,0
19.098,20,9.5217,0,0,0
19.098,20,9.0435,0,0,0
19.098,20,16.696,0,0,0
19.098,20,15.261,0,0,0
19.098,20,17.175,0,0,0
19.098,20,16.217,0,0,0
19.098,20,8.5652,0,0,0
19.098,20,12.391,0,0,0
19.098,20,11.913,0,0,0
19.098,20,8.087,0,0,0
19.098,20,10.957,0,0,0
19.098,20,10,0,0,0
19.097,20,1.3696,0,0,0
19.097,20,18.631,0,0,0
19.092,20,19.117,0,0,0
19.092,20,0.88276,0,0,0
18.623,20,2.343,0,0,0
18.623,20,6.1739,0,0,0
18.623,20,7.1304,0,0,0
18.623,20,6.6522,0,0,0
18.623,20,4.7391,0,0,0
18.623,20,5.6957,0,0,0
18.623,20,5.2174,0,0,0
18.623,20,2.8245,0,0,0
18.622,20,17.175,0,0,0
18.622,20,17.657,0,0,0
18.622,20,3.7825,0,0,0
18.622,20,11.435,0,0,0
18.622,20,11.913,0,0,0
18.622,20,9.5217,0,0,0
18.622,20,14.783,0,0,0
18.622,20,16.696,0,0,0
18.622,20,9.0435,0,0,0
18.622,20,3.3039,0,0,0
18.622,20,16.218,0,0,0
18.622,20,1.8569,0,0,0
18.622,20,15.739,0,0,0
18.622,20,15.261,0,0,0
18.622,20,18.143,0,0,0
18.622,20,8.5652,0,0,0
18.622,20,12.391,0,0,0
18.622,20,8.087,0,0,0
18.622,20,10.957,0,0,0
18.622,20,10,0,0,0
18.622,20,4.2608,0,0,0
18.622,20,7.6087,0,0,0
18.622,20,10.478,0,0,0
18.621,20,18.635,0,0,0
18.621,20,13.348,0,0,0
18.621,20,13.826,0,0,0
18.621,20,14.304,0,0,0
18.621,20,1.3647,0,0,0
18.621,20,12.87,0,0,0
18.619,20,19.126,0,0,0
18.618,20,0.87389,0,0,0
18.138,20,2.3427,0,0,0
18.138,20,6.6522,0,0,0
18.138,20,7.1304,0,0,0
18.138,20,4.2608,0,0,0
18.138,20,2.8244,0,0,0
18.138,20,5.6957,0,0,0
18.138,20,1.856,0,0,0
18.138,20,3.7825,0,0,0
18.138,20,4.7391,0,0,0
18.138,20,5.2174,0,0,0
18.138,20,7.6087,0,0,0
18.138,20,18.144,0,0,0
18.138,20,17.657,0,0,0
18.138,20,6.1739,0,0,0
18.138,20,3.3039,0,0,0
18.137,20,11.435,0,0,0
18.137,20,14.783,0,0,0
18.137,20,10.478,0,0,0
18.137,20,12.391,0,0,0
18.137,20,8.5652,0,0,0
18.137,20,15.739,0,0,0
18.137,20,10.957,0,0,0
18.137,20,13.348,0,0,0
18.137,20,18.637,0,0,0
18.137,20,14.304,0,0,0
18.137,20,1.3628,0,0,0
18.137,20,9.5217,0,0,0
18.137,20,10,0,0,0
18.137,20,15.261,0,0,0
18.137,20,12.87,0,0,0
18.137,20,13.826,0,0,0
18.137,20,11.913,0,0,0
18.137,20,17.176,0,0,0
18.137,20,9.0435,0,0,0
18.137,20,16.696,0,0,0
18.137,20,16.218,0,0,0
18.137,20,8.087,0,0,0
18.136,20,19.129,0,0,0
18.136,20,0.87077,0,0,0
17.655,20,5.6957,0,0,0
17.655,20,3.3039,0,0,0
17.655,20,6.6522,0,0,0
17.655,20,15.739,0,0,0
17.655,20,1.8558,0,0,0
17.655,20,12.391,0,0,0
17.655,20,3.7825,0,0,0
17.655,20,16.696,0,0,0
17.655,20,9.0435,0,0,0
17.655,20,8.5652,0,0,0
17.655,20,1.3623,0,0,0
17.655,20,10.478,0,0,0
17.655,20,16.218,0,0,0
17.655,20,12.87,0,0,0
17.655,20,10.957,0,0,0
17.655,20,6.1739,0,0,0
17.655,20,18.144,0,0,0
17.655,20,14.783,0,0,0
17.655,20,8.087,0,0,0
17.655,20,15.261,0,0,0
17.655,20,2.3426,0,0,0
17.655,20,11.913,0,0,0
17.655,20,5.2174,0,0,0
17.655,20,4.2608,0,0,0
17.655,20,2.8244,0,0,0
17.655,20,17.176,0,0,0
17.655,20,18.638,0,0,0
17.655,20,4.7391,0,0,0
17.655,20,14.304,0,0,0
17.655,20,7.6087,0,0,0
17.655,20,10,0,0,0
17.655,20,9.5217,0,0,0
17.655,20,7.1304,0,0,0
17.655,20,17.657,0,0,0
17.655,20,11.435,0,0,0
17.654,20,13.348,0,0,0
17.654,20,0.86987,0,0,0
17.654,20,13.826,0,0,0
17.654,20,19.13,0,0,0
17.175,20,13.826,0,0,0
17.175,20,18.144,0,0,0
17.175,20,13.348,0,0,0
17.175,20,7.1304,0,0,0
17.175,20,16.218,0,0,0
17.175,20,11.435,0,0,0
17.175,20,0.86969,0,0,0
17.175,20,4.2608,0,0,0
17.175,20,5.2174,0,0,0
17.175,20,12.391,0,0,0
17.175,20,5.6957,0,0,0
17.175,20,18.638,0,0,0
17.175,20,7.6087,0,0,0
17.175,20,10.957,0,0,0
17.175,20,10.478,0,0,0
17.175,20,11.913,0,0,0
17.175,20,14.783,0,0,0
17.175,20,10,0,0,0
17.175,20,17.176,0,0,0
17.175,20,4.7391,0,0,0
17.175,20,15.739,0,0,0
17.175,20,8.087,0,0,0
17.175,20,8.5652,0,0,0
17.175,20,9.5217,0,0,0
17.175,20,12.87,0,0,0
17.175,20,19.13,0,0,0
17.175,20,2.8244,0,0,0
17.175,20,15.261,0,0,0
17.175,20,6.6522,0,0,0
17.175,20,9.0435,0,0,0
17.175,20,16.696,0,0,0
17.175,20,17.657,0,0,0
17.175,20,1.3622,0,0,0
17.175,20,1.8558,0,0,0
17.175,20,6.1739,0,0,0
17.175,20,2.3426,0,0,0
17.175,20,3.3039,0,0,0
17.175,20,14.304,0,0,0
17.175,20,3.7825,0,0,0
16.696,20,18.144,0,0,0
16.696,20,14.304,0,0,0
16.696,20,1.8558,0,0,0
16.696,20,18.638,0,0,0
16.696,20,0.86969,0,0,0
16.696,20,16.696,0,0,0
16.696,20,8.087,0,0,0
16.696,20,10,0,0,0
16.696,20,7.1304,0,0,0
16.696,20,13.348,0,0,0
16.696,20,7.6087,0,0,0
16.696,20,4.2608,0,0,0
16.696,20,9.0435,0,0,0
16.696,20,8.5652,0,0,0
16.696,20,2.8244,0,0,0
16.696,20,9.5217,0,0,0
16.696,20,10.478,0,0,0
16.696,20,14.783,0,0,0
16.696,20,11.435,0,0,0
16.696,20,5.2174,0,0,0
16.696,20,11.913,0,0,0
16.696,20,4.7391,0,0,0
16.696,20,1.3622,0,0,0
16.696,20,16.218,0,0,0
16.696,20,6.1739,0,0,0
16.696,20,10.957,0,0,0
16.696,20,19.13,0,0,0
16.696,20,3.7825,0,0,0
16.696,20,17.176,0,0,0
16.696,20,13.826,0,0,0
16.696,20,12.391,0,0,0
16.696,20,3.3039,0,0,0
16.696,20,12.87,0,0,0
16.696,20,15.261,0,0,0
16.696,20,6.6522,0,0,0
16.696,20,2.3426,0,0,0
16.696,20,17.657,0,0,0
16.696,20,5.6957,0,0,0
16.696,20,15.739,0,0,0
16.217,20,0.86972,0,0,0
16.217,20,3.7825,0,0,0
16.217,20,12.391,0,0,0
16.217,20,8.5652,0,0,0
16.217,20,16.217,0,0,0
16.217,20,7.6087,0,0,0
16.217,20,11.913,0,0,0
16.217,20,13.826,0,0,0
16.217,20,1.3622,0,0,0
16.217,20,19.13,0,0,0
16.217,20,9.0435,0,0,0
16.217,20,4.2608,0,0,0
16.217,20,14.304,0,0,0
16.217,20,10.478,0,0,0
16.217,20,4.7391,0,0,0
16.217,20,14.783,0,0,0
16.217,20,5.6957,0,0,0
16.217,20,15.261,0,0,0
16.217,20,17.657,0,0,0
16.217,20,6.1739,0,0,0
16.217,20,7.1304,0,0,0
16.217,20,8.087,0,0,0
16.217,20,13.348,0,0,0
16.217,20,18.144,0,0,0
16.217,20,11.435,0,0,0
16.217,20,3.3039,0,0,0
16.217,20,9.5217,0,0,0
16.217,20,18.638,0,0,0
16.217,20,5.2174,0,0,0
16.217,20,2.8244,0,0,0
16.217,20,15.739,0,0,0
16.217,20,10.957,0,0,0
16.217,20,10,0,0,0
16.217,20,17.176,0,0,0
16.217,20,16.696,0,0,0
16.217,20,2.3426,0,0,0
16.217,20,1.8558,0,0,0
16.217,20,12.87,0,0,0
16.217,20,6.6522,0,0,0
15.739,20,2.8244,0,0,0
15.739,20,18.638,0,0,0
15.739,20,11.913,0,0,0
15.739,20,10.957,0,0,0
15.739,20,13.826,0,0,0
15.739,20,17.176,0,0,0
15.739,20,3.7825,0,0,0
15.739,20,18.144,0,0,0
15.739,20,6.6522,0,0,0
15.739,20,12.87,0,0,0
15.739,20,15.739,0,0,0
15.739,20,16.696,0,0,0
15.739,20,2.3426,0,0,0
15.739,20,9.0435,0,0,0
15.739,20,1.3623,0,0,0
15.739,20,15.261,0,0,0
15.739,20,8.087,0,0,0
15.739,20,16.217,0,0,0
15.739,20,5.2174,0,0,0
15.739,20,5.6957,0,0,0
15.739,20,10.478,0,0,0
15.739,20,11.435,0,0,0
15.739,20,14.304,0,0,0
15.739,20,7.6087,0,0,0
15.739,20,1.8558,0,0,0
15.739,20,10,0,0,0
15.739,20,8.5652,0,0,0
15.739,20,17.657,0,0,0
15.739,20,9.5217,0,0,0
15.739,20,0.86973,0,0,0
15.739,20,14.783,0,0,0
15.739,20,12.391,0,0,0
15.739,20,7.1304,0,0,0
15.739,20,3.3039,0,0,0
15.739,20,4.7391,0,0,0
15.739,20,6.1739,0,0,0
15.739,20,13.348,0,0,0
15.739,20,19.13,0,0,0
15.739,20,4.2608,0,0,0
15.261,20,10,0,0,0
15.261,20,6.1739,0,0,0
15.261,20,14.783,0,0,0
15.261,20,7.6087,0,0,0
15.261,20,18.638,0,0,0
15.261,20,5.2174,0,0,0
15.261,20,8.087,0,0,0
15.261,20,16.217,0,0,0
15.261,20,19.13,0,0,0
15.261,20,18.144,0,0,0
15.261,20,10.957,0,0,0
15.261,20,2.8244,0,0,0
15.261,20,0.86974,0,0,0
15.261,20,13.826,0,0,0
15.261,20,9.5217,0,0,0
15.261,20,3.3039,0,0,0
15.261,20,15.739,0,0,0
15.261,20,16.696,0,0,0
15.261,20,5.6957,0,0,0
15.261,20,1.8558,0,0,0
15.261,20,10.478,0,0,0
15.261,20,8.5652,0,0,0
15.261,20,6.6522,0,0,0
15.261,20,13.348,0,0,0
15.261,20,1.3623,0,0,0
15.261,20,2.3426,0,0,0
15.261,20,12.87,0,0,0
15.261,20,3.7825,0,0,0
15.261,20,7.1304,0,0,0
15.261,20,14.304,0,0,0
15.261,20,4.2608,0,0,0
15.261,20,11.913,0,0,0
15.261,20,9.0435,0,0,0
15.261,20,4.7391,0,0,0
15.261,20,11.435,0,0,0
15.261,20,17.657,0,0,0
15.261,20,17.176,0,0,0
15.261,20,15.261,0,0,0
15.261,20,12.391,0,0,0
14.783,20,18.638,0,0,0
14.783,20,11.913,0,0,0
14.783,20,14.783,0,0,0
14.783,20,15.261,0,0,0
14.783,20,7.1304,0,0,0
14.783,20,15.739,0,0,0
14.783,20,13.348,0,0,0
14.783,20,16.217,0,0,0
14.783,20,5.6957,0,0,0
14.783,20,7.6087,0,0,0
14.783,20,4.2608,0,0,0
14.783,20,11.435,0,0,0
14.783,20,1.8558,0,0,0
14.783,20,6.1739,0,0,0
14.783,20,9.5217,0,0,0
14.783,20,2.8244,0,0,0
14.783,20,9.0435,0,0,0
14.783,20,5.2174,0,0,0
14.783,20,18.144,0,0,0
14.783,20,14.304,0,0,0
14.783,20,8.087,0,0,0
14.783,20,10.957,0,0,0
14.783,20,4.7391,0,0,0
14.783,20,12.391,0,0,0
14.783,20,6.6522,0,0,0
14.783,20,0.86974,0,0,0
14.783,20,3.7825,0,0,0
14.783,20,17.176,0,0,0
14.783,20,3.3039,0,0,0
14.783,20,10,0,0,0
14.783,20,16.696,0,0,0
14.783,20,13.826,0,0,0
14.783,20,12.87,0,0,0
14.783,20,8.5652,0,0,0
14.783,20,10.478,0,0,0
14.783,20,1.3623,0,0,0
14.783,20,17.657,0,0,0
14.783,20,19.13,0,0,0
14.783,20,2.3426,0,0,0
14.304,20,12.87,0,0,0
14.304,20,19.13,0,0,0
14.304,20,3.7825,0,0,0
14.304,20,9.0435,0,0,0
14.304,20,14.783,0,0,0
14.304,20,15.739,0,0,0
14.304,20,14.304,0,0,0
14.304,20,2.3426,0,0,0
14.304,20,5.6957,0,0,0
14.304,20,15.261,0,0,0
14.304,20,2.8244,0,0,0
14.304,20,18.144,0,0,0
14.304,20,4.7391,0,0,0
14.304,20,13.348,0,0,0
14.304,20,16.217,0,0,0
14.304,20,11.435,0,0,0
14.304,20,8.087,0,0,0
14.304,20,1.3623,0,0,0
14.304,20,10.478,0,0,0
14.304,20,3.3039,0,0,0
14.304,20,5.2174,0,0,0
14.304,20,0.86974,0,0,0
14.304,20,6.1739,0,0,0
14.304,20,17.657,0,0,0
14.304,20,7.1304,0,0,0
14.304,20,10,0,0,0
14.304,20,9.5217,0,0,0
14.304,20,16.696,0,0,0
14.304,20,1.8558,0,0,0
14.304,20,11.913,0,0,0
14.304,20,12.391,0,0,0
14.304,20,10.957,0,0,0
14.304,20,7.6087,0,0,0
14.304,20,4.2608,0,0,0
14.304,20,8.5652,0,0,0
14.304,20,17.176,0,0,0
14.304,20,13.826,0,0,0
14.304,20,18.638,0,0,0
14.304,20,6.6522,0,0,0
13.826,20,16.217,0,0,0
13.826,20,5.6957,0,0,0
13.826,20,1.8558,0,0,0
13.826,20,13.826,0,0,0
13.826,20,13.348,0,0,0
13.826,20,11.435,0,0,0
13.826,20,1.3623,0,0,0
13.826,20,4.7391,0,0,0
13.826,20,7.6087,0,0,0
13.826,20,9.0435,0,0,0
13.826,20,3.3039,0,0,0
13.826,20,3.7825,0,0,0
13.826,20,6.1739,0,0,0
13.826,20,17.176,0,0,0
13.826,20,5.2174,0,0,0
13.826,20,8.5652,0,0,0
13.826,20,2.8244,0,0,0
13.826,20,12.87,0,0,0
13.826,20,11.913,0,0,0
13.826,20,15.261,0,0,0
13.826,20,14.783,0,0,0
13.826,20,16.696,0,0,0
13.826,20,10.957,0,0,0
13.826,20,2.3426,0,0,0
13.826,20,10,0,0,0
13.826,20,15.739,0,0,0
13.826,20,0.86974,0,0,0
13.826,20,17.657,0,0,0
13.826,20,12.391,0,0,0
13.826,20,18.638,0,0,0
13.826,20,14.304,0,0,0
13.826,20,10.478,0,0,0
13.826,20,19.13,0,0,0
13.826,20,18.144,0,0,0
13.826,20,9.5217,0,0,0
13.826,20,8.087,0,0,0
13.826,20,7.1304,0,0,0
13.826,20,4.2608,0,0,0
13.826,20,6.6522,0,0,0
13.348,20,10.478,0,0,0
13.348,20,18.638,0,0,0
13.348,20,2.8244,0,0,0
13.348,20,16.696,0,0,0
13.348,20,14.783,0,0,0
13.348,20,15.261,0,0,0
13.348,20,8.087,0,0,0
13.348,20,5.6957,0,0,0
13.348,20,4.7391,0,0,0
13.348,20,12.391,0,0,0
13.348,20,17.176,0,0,0
13.348,20,3.7825,0,0,0
13.348,20,6.1739,0,0,0
13.348,20,4.2608,0,0,0
13.348,20,7.6087,0,0,0
13.348,20,7.1304,0,0,0
13.348,20,9.0435,0,0,0
13.348,20,13.348,0,0,0
13.348,20,3.3039,0,0,0
13.348,20,11.913,0,0,0
13.348,20,15.739,0,0,0
13.348,20,1.8558,0,0,0
13.348,20,6.6522,0,0,0
13.348,20,17.657,0,0,0
13.348,20,10,0,0,0
13.348,20,10.957,0,0,0
13.348,20,14.304,0,0,0
13.348,20,5.2174,0,0,0
13.348,20,13.826,0,0,0
13.348,20,0.86974,0,0,0
13.348,20,1.3623,0,0,0
13.348,20,11.435,0,0,0
13.348,20,18.144,0,0,0
13.348,20,8.5652,0,0,0
13.348,20,2.3426,0,0,0
13.348,20,9.5217,0,0,0
13.348,20,19.13,0,0,0
13.348,20,12.87,0,0,0
13.348,20,16.217,0,0,0
12.87,20,1.8558,0,0,0
12.87,20,2.8244,0,0,0
12.87,20,17.176,0,0,0
12.87,20,16.696,0,0,0
12.87,20,5.2174,0,0,0
12.87,20,0.86974,0,0,0
12.87,20,11.913,0,0,0
12.87,20,12.87,0,0,0
12.87,20,13.826,0,0,0
12.87,20,8.5652,0,0,0
12.87,20,7.6087,0,0,0
12.87,20,10.478,0,0,0
12.87,20,13.348,0,0,0
12.87,20,4.2608,0,0,0
12.87,20,9.0435,0,0,0
12.87,20,18.638,0,0,0
12.87,20,6.6522,0,0,0
12.87,20,11.435,0,0,0
12.87,20,19.13,0,0,0
12.87,20,3.7825,0,0,0
12.87,20,15.261,0,0,0
12.87,20,12.391,0,0,0
12.87,20,18.144,0,0,0
12.87,20,16.217,0,0,0
12.87,20,5.6957,0,0,0
12.87,20,10,0,0,0
12.87,20,9.5217,0,0,0
12.87,20,17.657,0,0,0
12.87,20,4.7391,0,0,0
12.87,20,3.3039,0,0,0
12.87,20,8.087,0,0,0
12.87,20,1.3623,0,0,0
12.87,20,2.3426,0,0,0
12.87,20,14.783,0,0,0
12.87,20,6.1739,0,0,0
12.87,20,7.1304,0,0,0
12.87,20,15.739,0,0,0
12.87,20,10.957,0,0,0
12.87,20,14.304,0,0,0
12.391,20,15.739,0,0,0
12.391,20,2.8244,0,0,0
12.391,20,15.261,0,0,0
12.391,20,4.2608,0,0,0
12.391,20,18.638,0,0,0
12.391,20,17.657,0,0,0
12.391,20,17.176,0,0,0
12.391,20,13.348,0,0,0
12.391,20,1.8558,0,0,0
12.391,20,7.1304,0,0,0
12.391,20,10,0,0,0
12.391,20,19.13,0,0,0
12.391,20,6.1739,0,0,0
12.391,20,16.696,0,0,0
12.391,20,14.783,0,0,0
12.391,20,18.144,0,0,0
12.391,20,11.913,0,0,0
12.391,20,2.3426,0,0,0
12.391,20,1.3623,0,0,0
12.391,20,9.5217,0,0,0
12.391,20,3.3039,0,0,0
12.391,20,12.87,0,0,0
12.391,20,6.6522,0,0,0
12.391,20,8.5652,0,0,0
12.391,20,12.391,0,0,0
12.391,20,3.7825,0,0,0
12.391,20,0.86974,0,0,0
12.391,20,10.478,0,0,0
12.391,20,7.6087,0,0,0
12.391,20,5.2174,0,0,0
12.391,20,13.826,0,0,0
12.391,20,4.7391,0,0,0
12.391,20,14.304,0,0,0
12.391,20,9.0435,0,0,0
12.391,20,11.435,0,0,0
12.391,20,8.087,0,0,0
12.391,20,5.6957,0,0,0
12.391,20,16.217,0,0,0
12.391,20,10.957,0,0,0
11.913,20,18.144,0,0,0
11.913,20,10.478,0,0,0
11.913,20,6.6522,0,0,0
11.913,20,5.2174,0,0,0
11.913,20,12.87,0,0,0
11.913,20,11.913,0,0,0
11.913,20,9.5217,0,0,0
11.913,20,9.0435,0,0,0
11.913,20,4.7391,0,0,0
11.913,20,13.826,0,0,0
11.913,20,3.7825,0,0,0
11.913,20,16.696,0,0,0
11.913,20,8.087,0,0,0
11.913,20,6.1739,0,0,0
11.913,20,15.261,0,0,0
11.913,20,18.638,0,0,0
11.913,20,2.3426,0,0,0
11.913,20,16.217,0,0,0
11.913,20,17.176,0,0,0
11.913,20,15.739,0,0,0
11.913,20,7.6087,0,0,0
11.913,20,2.8244,0,0,0
11.913,20,17.657,0,0,0
11.913,20,11.435,0,0,0
11.913,20,14.304,0,0,0
11.913,20,8.5652,0,0,0
11.913,20,1.8558,0,0,0
11.913,20,10,0,0,0
11.913,20,12.391,0,0,0
11.913,20,19.13,0,0,0
11.913,20,7.1304,0,0,0
11.913,20,4.2608,0,0,0
11.913,20,3.3039,0,0,0
11.913,20,10.957,0,0,0
11.913,20,5.6957,0,0,0
11.913,20,0.86974,0,0,0
11.913,20,13.348,0,0,0
11.913,20,1.3623,0,0,0
11.913,20,14.783,0,0,0
11.435,20,19.13,0,0,0
11.435,20,17.657,0,0,0
11.435,20,0.86974,0,0,0
11.435,20,10.957,0,0,0
11.435,20,17.176,0,0,0
11.435,20,15.739,0,0,0
11.435,20,5.2174,0,0,0
11.435,20,10,0,0,0
11.435,20,1.8558,0,0,0
11.435,20,12.87,0,0,0
11.435,20,18.638,0,0,0
11.435,20,16.696,0,0,0
11.435,20,7.1304,0,0,0
11.435,20,9.0435,0,0,0
11.435,20,1.3623,0,0,0
11.435,20,5.6957,0,0,0
11.435,20,11.913,0,0,0
11.435,20,8.5652,0,0,0
11.435,20,9.5217,0,0,0
11.435,20,10.478,0,0,0
11.435,20,8.087,0,0,0
11.435,20,13.826,0,0,0
11.435,20,6.6522,0,0,0
11.435,20,16.217,0,0,0
11.435,20,11.435,0,0,0
11.435,20,15.261,0,0,0
11.435,20,14.304,0,0,0
11.435,20,2.8244,0,0,0
11.435,20,4.2608,0,0,0
11.435,20,13.348,0,0,0
11.435,20,2.3426,0,0,0
11.435,20,12.391,0,0,0
11.435,20,6.1739,0,0,0
11.435,20,14.783,0,0,0
11.435,20,3.3039,0,0,0
11.435,20,3.7825,0,0,0
11.435,20,7.6087,0,0,0
11.435,20,18.144,0,0,0
11.435,20,4.7391,0,0,0
10.957,20,2.8244,0,0,0
10.957,20,3.3039,0,0,0
10.957,20,6.1739,0,0,0
10.957,20,4.7391,0,0,0
10.957,20,14.304,0,0,0
10.957,20,2.3426,0,0,0
10.957,20,16.696,0,0,0
10.957,20,6.6522,0,0,0
10.957,20,17.176,0,0,0
10.957,20,4.2608,0,0,0
10.957,20,8.087,0,0,0
10.957,20,11.435,0,0,0
10.957,20,3.7825,0,0,0
10.957,20,16.217,0,0,0
10.957,20,5.6957,0,0,0
10.957,20,12.87,0,0,0
10.957,20,5.2174,0,0,0
10.957,20,8.5652,0,0,0
10.957,20,19.13,0,0,0
10.957,20,15.739,0,0,0
10.957,20,7.6087,0,0,0
10.957,20,13.348,0,0,0
10.957,20,18.638,0,0,0
10.957,20,10.957,0,0,0
10.957,20,9.0435,0,0,0
10.957,20,10,0,0,0
10.957,20,14.783,0,0,0
10.957,20,7.1304,0,0,0
10.957,20,1.3623,0,0,0
10.957,20,12.391,0,0,0
10.957,20,17.657,0,0,0
10.957,20,18.144,0,0,0
10.957,20,13.826,0,0,0
10.957,20,11.913,0,0,0
10.957,20,15.261,0,0,0
10.957,20,0.86974,0,0,0
10.957,20,10.478,0,0,0
10.957,20,9.5217,0,0,0
10.957,20,1.8558,0,0,0
10.478,20,14.783,0,0,0
10.478,20,7.1304,0,0,0
10.478,20,5.6957,0,0,0
10.478,20,13.348,0,0,0
10.478,20,16.217,0,0,0
10.478,20,11.435,0,0,0
10.478,20,19.13,0,0,0
10.478,20,11.913,0,0,0
10.478,20,7.6087,0,0,0
10.478,20,4.2608,0,0,0
10.478,20,17.176,0,0,0
10.478,20,13.826,0,0,0
10.478,20,2.3426,0,0,0
10.478,20,12.391,0,0,0
10.478,20,18.638,0,0,0
10.478,20,18.144,0,0,0
10.478,20,14.304,0,0,0
10.478,20,9.5217,0,0,0
10.478,20,5.2174,0,0,0
10.478,20,6.1739,0,0,0
10.478,20,10.957,0,0,0
10.478,20,8.5652,0,0,0
10.478,20,10.478,0,0,0
10.478,20,15.739,0,0,0
10.478,20,1.3623,0,0,0
10.478,20,6.6522,0,0,0
10.478,20,0.86974,0,0,0
10.478,20,8.087,0,0,0
10.478,20,2.8244,0,0,0
10.478,20,15.261,0,0,0
10.478,20,1.8558,0,0,0
10.478,20,16.696,0,0,0
10.478,20,3.3039,0,0,0
10.478,20,9.0435,0,0,0
10.478,20,12.87,0,0,0
10.478,20,17.657,0,0,0
10.478,20,10,0,0,0
10.478,20,4.7391,0,0,0
10.478,20,3.7825,0,0,0
10,20,7.6087,0,0,0
10,20,2.3426,0,0,0
10,20,8.5652,0,0,0
10,20,0.86974,0,0,0
10,20,18.144,0,0,0
10,20,12.391,0,0,0
10,20,1.3623,0,0,0
10,20,18.638,0,0,0
10,20,7.1304,0,0,0
10,20,16.217,0,0,0
10,20,17.657,0,0,0
10,20,4.2608,0,0,0
10,20,9.5217,0,0,0
10,20,1.8558,0,0,0
10,20,17.176,0,0,0
10,20,14.304,0,0,0
10,20,14.783,0,0,0
10,20,3.7825,0,0,0
10,20,8.087,0,0,0
10,20,19.13,0,0,0
10,20,13.826,0,0,0
10,20,10.478,0,0,0
10,20,2.8244,0,0,0
10,20,5.2174,0,0,0
10,20,5.6957,0,0,0
10,20,12.87,0,0,0
10,20,13.348,0,0,0
10,20,11.435,0,0,0
10,20,15.261,0,0,0
10,20,10.957,0,0,0
10,20,9.0435,0,0,0
10,20,6.6522,0,0,0
10,20,3.3039,0,0,0
10,20,6.1739,0,0,0
10,20,11.913,0,0,0
10,20,4.7391,0,0,0
10,20,15.739,0,0,0
10,20,10,0,0,0
10,20,16.696,0,0,0
9.5217,20,2.3426,0,0,0
9.5217,20,5.6957,0,0,0
9.5217,20,10.957,0,0,0
9.5217,20,3.7825,0,0,0
9.5217,20,18.638,0,0,0
9.5217,20,10,0,0,0
9.5217,20,10.478,0,0,0
9.5217,20,15.739,0,0,0
9.5217,20,13.348,0,0,0
9.5217,20,1.3623,0,0,0
9.5217,20,15.261,0,0,0
9.5217,20,9.0435,0,0,0
9.5217,20,0.86974,0,0,0
9.5217,20,8.087,0,0,0
9.5217,20,6.1739,0,0,0
9.5217,20,16.217,0,0,0
9.5217,20,17.657,0,0,0
9.5217,20,5.2174,0,0,0
9.5217,20,8.5652,0,0,0
9.5217,20,4.7391,0,0,0
9.5217,20,9.5217,0,0,0
9.5217,20,13.826,0,0,0
9.5217,20,2.8244,0,0,0
9.5217,20,14.304,0,0,0
9.5217,20,18.144,0,0,0
9.5217,20,7.1304,0,0,0
9.5217,20,11.435,0,0,0
9.5217,20,16.696,0,0,0
9.5217,20,19.13,0,0,0
9.5217,20,6.6522,0,0,0
9.5217,20,4.2608,0,0,0
9.5217,20,14.783,0,0,0
9.5217,20,17.176,0,0,0
9.5217,20,12.87,0,0,0
9.5217,20,12.391,0,0,0
9.5217,20,7.6087,0,0,0
9.5217,20,3.3039,0,0,0
9.5217,20,11.913,0,0,0
9.5217,20,1.8558,0,0,0
9.0435,20,12.391,0,0,0
9.0435,20,15.261,0,0,0
9.0435,20,10.957,0,0,0
9.0435,20,2.8244,0,0,0
9.0435,20,15.739,0,0,0
9.0435,20,1.3623,0,0,0
9.0435,20,7.1304,0,0,0
9.0435,20,2.3426,0,0,0
9.0435,20,1.8558,0,0,0
9.0435,20,13.348,0,0,0
9.0435,20,8.087,0,0,0
9.0435,20,14.783,0,0,0
9.0435,20,10,0,0,0
9.0435,20,14.304,0,0,0
9.0435,20,9.0435,0,0,0
9.0435,20,18.638,0,0,0
9.0435,20,7.6087,0,0,0
9.0435,20,18.144,0,0,0
9.0435,20,12.87,0,0,0
9.0435,20,6.1739,0,0,0
9.0435,20,3.3039,0,0,0
9.0435,20,17.657,0,0,0
9.0435,20,6.6522,0,0,0
9.0435,20,11.435,0,0,0
9.0435,20,5.2174,0,0,0
9.0435,20,13.826,0,0,0
9.0435,20,4.7391,0,0,0
9.0435,20,9.5217,0,0,0
9.0435,20,5.6957,0,0,0
9.0435,20,4.2608,0,0,0
9.0435,20,0.86974,0,0,0
9.0435,20,17.176,0,0,0
9.0435,20,16.217,0,0,0
