Points:0,Points:1,Points:2,U:0,U:1,U:2
7.1276,17.699,7.1274,18.942,0.21609,0.051218
6.6487,17.699,13.352,19.304,0.20713,0.017939
6.6487,17.699,6.6485,18.945,0.22817,0.0354
6.6486,17.699,12.872,19.259,0.20732,0.029169
6.6486,17.699,7.1275,18.968,0.229,0.034921
6.6485,17.699,12.394,19.222,0.2146,0.032708
6.6485,17.699,7.6064,18.992,0.22683,0.043698
6.1694,17.699,12.872,19.27,0.2212,0.0056992
6.1694,17.699,7.1276,18.993,0.24306,0.020358
6.1693,17.699,12.393,19.235,0.228,0.010686
6.1693,17.699,7.6065,19.016,0.24004,0.029479
6.1692,17.699,11.915,19.203,0.23378,0.020089
6.1692,17.699,11.436,19.176,0.23703,0.025749
6.1692,17.699,8.5641,19.053,0.24118,0.034472
6.1692,17.699,8.0853,19.035,0.24462,0.034488
6.1691,17.699,9.5214,19.089,0.24054,0.044801
6.1691,17.699,10,19.108,0.24356,0.042853
6.1691,17.699,10.479,19.127,0.24302,0.038166
6.1691,17.699,10.957,19.15,0.24186,0.031774
6.1691,17.699,9.0427,19.072,0.23921,0.041037
5.6898,17.699,11.436,19.191,0.25194,0.0084452
5.6898,17.699,8.5641,19.075,0.2566,0.02174
5.6897,17.699,9.0428,19.093,0.25465,0.028215
5.6897,17.699,10.479,19.145,0.25938,0.022585
5.6897,17.699,10,19.126,0.25968,0.02849
5.6897,17.699,10.957,19.167,0.25744,0.014601
5.6897,17.699,9.5214,19.109,0.25679,0.031393
14.79,17.698,8.0855,18.093,0.011831,1.2355
14.79,17.698,9.5214,18.105,0.013861,1.4591
14.79,17.698,10.957,18.08,0.017412,1.7278
14.79,17.698,11.436,18.066,0.018172,1.8296
14.79,17.698,11.914,18.05,0.018514,1.939
14.79,17.698,10.479,18.091,0.016352,1.6324
14.79,17.698,10,18.1,0.015164,1.5432
14.79,17.698,8.5642,18.102,0.012389,1.306
14.79,17.698,9.0428,18.105,0.013142,1.3801
14.31,17.698,13.351,18.2,0.030413,1.9757
14.31,17.698,7.6066,18.198,0.038274,0.99965
14.31,17.698,7.1278,18.176,0.038187,0.9449
14.31,17.698,11.915,18.223,0.037981,1.6523
14.31,17.698,12.393,18.215,0.036524,1.7521
14.31,17.698,8.0854,18.216,0.037972,1.0562
14.31,17.698,12.872,18.207,0.03376,1.8598
14.31,17.698,6.6488,18.147,0.038533,0.89092
13.83,17.698,13.831,18.388,0.031699,1.7734
13.83,17.698,6.6486,18.25,0.056939,0.75708
13.83,17.698,13.351,18.381,0.03856,1.6679
13.83,17.698,6.1694,18.213,0.057841,0.70963
13.351,17.698,14.31,18.582,0.026058,1.5824
13.351,17.698,5.6897,18.26,0.073719,0.55968
13.351,17.698,13.831,18.558,0.035823,1.4846
13.351,17.698,6.1692,18.305,0.071116,0.59907
12.872,17.698,5.6896,18.342,0.084457,0.47006
12.872,17.698,14.31,18.74,0.029631,1.3164
12.393,17.698,14.31,18.874,0.035433,1.0894
12.393,17.698,5.6895,18.414,0.094153,0.39369
11.914,17.698,5.6894,18.477,0.10357,0.32915
11.914,17.698,14.311,18.989,0.043941,0.89755
11.436,17.698,14.311,19.085,0.054976,0.73617
11.436,17.698,5.2095,18.49,0.11317,0.25003
11.436,17.698,14.79,19.162,0.043773,0.78296
11.436,17.698,5.6894,18.534,0.11306,0.27483
10.957,17.698,14.79,19.248,0.057794,0.63552
10.957,17.698,5.2095,18.542,0.12265,0.20698
10.479,17.698,14.791,19.319,0.073092,0.50963
10.479,17.698,5.2095,18.589,0.13231,0.17046
10,17.698,14.791,19.374,0.088903,0.40148
10,17.698,5.2095,18.632,0.14208,0.1392
9.5214,17.698,14.791,19.416,0.10473,0.30815
9.5214,17.698,5.2095,18.671,0.15185,0.1121
9.0429,17.698,5.2095,18.708,0.16158,0.088298
9.0429,17.698,14.79,19.447,0.12026,0.22749
8.5643,17.698,14.79,19.469,0.13527,0.15802
8.5643,17.698,5.2095,18.742,0.17126,0.067072
8.5642,17.698,14.311,19.379,0.14093,0.16609
8.5642,17.698,5.6894,18.777,0.17218,0.08252
8.0855,17.698,5.6894,18.809,0.18206,0.062925
8.0855,17.698,14.311,19.396,0.15475,0.11177
7.6068,17.698,14.31,19.407,0.16808,0.065308
7.6068,17.698,5.6895,18.839,0.19222,0.04517
7.1279,17.698,14.31,19.414,0.18102,0.026005
7.1279,17.698,5.6896,18.868,0.20298,0.028954
6.649,17.698,5.6897,18.896,0.21471,0.014073
6.649,17.698,14.31,19.419,0.19373,-0.0067346
6.6488,17.698,6.1692,18.922,0.2195,0.02868
6.6488,17.698,13.831,19.356,0.19792,0.0037508
6.1697,17.698,6.1694,18.949,0.23326,0.01542
6.1697,17.698,13.831,19.363,0.21066,-0.022025
6.1695,17.698,13.351,19.313,0.22017,-0.007275
6.1695,17.698,6.6486,18.971,0.24236,0.021762
5.6902,17.698,6.6488,18.997,0.25814,0.0096113
5.6902,17.698,13.351,19.321,0.2336,-0.028333
5.69,17.698,12.872,19.28,0.23569,-0.014021
5.69,17.698,7.1278,19.018,0.25865,0.0074419
5.6899,17.698,12.393,19.248,0.24207,-0.0078492
5.6899,17.698,7.6066,19.04,0.2547,0.016934
5.6898,17.698,11.915,19.217,0.24869,0.0018118
5.6898,17.698,8.0854,19.058,0.25986,0.022596
5.2102,17.698,8.0855,19.082,0.27705,0.01237
5.2102,17.698,11.914,19.232,0.26469,-0.013766
5.2101,17.698,10.957,19.183,0.27445,-0.0005267
5.2101,17.698,11.436,19.207,0.26798,-0.0065342
5.2101,17.698,9.0428,19.114,0.27197,0.017171
5.2101,17.698,8.5642,19.097,0.27397,0.010793
5.21,17.698,10,19.145,0.27763,0.016246
5.21,17.698,9.5214,19.129,0.27486,0.020004
5.21,17.698,10.479,19.162,0.27752,0.0089599
15.27,17.697,9.5214,17.952,-0.022747,1.6929
15.27,17.697,11.436,17.883,-0.014358,2.1238
15.27,17.697,10,17.94,-0.020708,1.7908
15.27,17.697,8.5643,17.96,-0.025595,1.5141
15.27,17.697,9.0429,17.958,-0.024249,1.6007
15.27,17.697,10.479,17.925,-0.018577,1.8948
15.27,17.697,10.957,17.905,-0.016422,2.0057
14.79,17.697,12.393,18.033,0.018544,2.056
14.79,17.697,6.6489,18.031,0.012082,1.041
14.79,17.697,7.6068,18.079,0.011779,1.1686
14.79,17.697,12.872,18.014,0.017662,2.1816
14.79,17.697,7.1279,18.058,0.011635,1.1041
14.789,17.697,13.351,17.995,0.016237,2.3166
14.31,17.697,13.83,18.195,0.025484,2.1003
14.31,17.697,6.1696,18.11,0.039695,0.83591
14.309,17.697,14.31,18.194,0.019214,2.2357
14.309,17.697,5.6901,18.064,0.042362,0.78233
13.83,17.697,14.31,18.401,0.023381,1.8891
13.83,17.697,5.6899,18.168,0.060473,0.66361
13.351,17.697,5.2099,18.209,0.074999,0.51686
13.351,17.697,14.79,18.617,0.014622,1.6887
12.872,17.697,14.79,18.787,0.017385,1.4053
12.872,17.697,5.2098,18.293,0.085385,0.433
12.393,17.697,14.79,18.933,0.023035,1.1626
12.393,17.697,5.2097,18.367,0.094769,0.36151
11.914,17.697,14.79,19.057,0.031937,0.95687
11.914,17.697,5.2096,18.432,0.10392,0.30103
8.0856,17.697,5.2096,18.774,0.181,0.047839
8.0856,17.697,14.79,19.482,0.1497,0.098692
7.6069,17.697,5.2097,18.805,0.19101,0.030165
7.6069,17.697,14.79,19.489,0.16356,0.048657
7.1281,17.697,14.79,19.492,0.17696,0.0071447
7.1281,17.697,5.2098,18.835,0.20158,0.013822
6.6492,17.697,5.2099,18.864,0.2131,-0.0014203
6.6492,17.697,14.79,19.491,0.19004,-0.026586
6.1699,17.697,5.6899,18.925,0.22786,0.00041703
6.1699,17.697,14.31,19.421,0.2064,-0.033449
5.6906,17.697,5.6901,18.954,0.24289,-0.012078
5.6906,17.697,14.31,19.423,0.21926,-0.054606
5.6903,17.697,6.1696,18.977,0.24876,0.0034526
5.6903,17.697,13.83,19.368,0.22364,-0.042924
5.2105,17.697,13.351,19.33,0.24762,-0.045484
5.2105,17.697,6.6489,19.024,0.276,-0.0010712
5.2104,17.697,7.1279,19.044,0.27627,-0.0038324
5.2104,17.697,12.872,19.291,0.251,-0.030284
5.2103,17.697,7.6068,19.065,0.27139,0.0060193
5.2103,17.697,12.393,19.26,0.25704,-0.023258
4.7301,17.697,8.5643,19.121,0.29413,0.0016498
4.7301,17.697,11.436,19.224,0.28602,-0.01955
4.73,17.697,9.5214,19.15,0.29557,0.010563
4.73,17.697,10.479,19.181,0.29827,-0.0028178
4.73,17.697,9.0429,19.137,0.29199,0.0078843
4.73,17.697,10,19.164,0.29827,0.005988
4.73,17.697,10.957,19.201,0.29374,-0.013756
15.27,17.696,8.0856,17.956,-0.026588,1.4318
15.27,17.696,13.351,17.767,-0.0087808,2.6843
15.27,17.696,12.872,17.799,-0.0095912,2.5296
15.27,17.696,11.914,17.857,-0.012495,2.2502
15.27,17.696,7.1281,17.928,-0.027235,1.2786
15.27,17.696,12.393,17.829,-0.010775,2.3851
15.27,17.696,6.6492,17.902,-0.026708,1.2055
15.27,17.696,7.6069,17.945,-0.027009,1.3537
14.789,17.696,5.6904,17.947,0.016217,0.9156
14.789,17.696,6.1698,17.994,0.013471,0.97754
14.789,17.696,14.31,17.961,0.0099356,2.6181
14.789,17.696,13.83,17.977,0.013637,2.4615
14.309,17.696,14.79,18.199,0.011514,2.3824
14.309,17.696,5.2103,18.008,0.044374,0.72545
13.83,17.696,14.79,18.421,0.013466,2.0147
13.83,17.696,5.2101,18.114,0.062102,0.61415
13.351,17.696,15.27,18.665,0.0019074,1.8076
13.351,17.696,4.7297,18.148,0.075499,0.4764
12.872,17.696,15.27,18.85,0.0040431,1.5063
12.872,17.696,4.7295,18.235,0.08535,0.39866
12.393,17.696,15.271,19.01,0.0098028,1.2475
12.393,17.696,4.7294,18.311,0.094248,0.33233
11.914,17.696,15.271,19.146,0.019368,1.0269
11.914,17.696,4.7294,18.379,0.10296,0.27608
11.436,17.696,15.271,19.261,0.032196,0.83916
11.436,17.696,4.7293,18.44,0.11181,0.22848
10.957,17.696,4.7293,18.494,0.12092,0.18815
10.957,17.696,15.271,19.356,0.047353,0.67881
10.479,17.696,15.271,19.432,0.063786,0.54076
10.479,17.696,4.7292,18.543,0.13024,0.15379
10,17.696,15.271,19.491,0.080519,0.421
10,17.696,4.7292,18.587,0.13971,0.12423
9.5215,17.696,4.7292,18.628,0.14924,0.098481
9.5215,17.696,15.271,19.534,0.097015,0.31684
9.0429,17.696,4.7293,18.665,0.1588,0.075718
9.0429,17.696,15.271,19.563,0.11309,0.22655
8.5643,17.696,15.271,19.581,0.12865,0.14897
8.5643,17.696,4.7293,18.7,0.16843,0.055321
8.0857,17.696,15.271,19.589,0.14371,0.083291
8.0857,17.696,4.7294,18.733,0.17823,0.036699
7.607,17.696,15.271,19.59,0.15838,0.028695
7.607,17.696,4.7294,18.765,0.18843,0.019284
7.1283,17.696,4.7295,18.795,0.19933,0.0028703
7.1283,17.696,15.27,19.586,0.17281,-0.01568
6.6494,17.696,15.27,19.578,0.18711,-0.050723
6.6494,17.696,4.7297,18.825,0.2113,-0.012535
6.1701,17.696,5.2101,18.893,0.22602,-0.015724
6.1701,17.696,14.79,19.489,0.20298,-0.05327
5.6908,17.696,5.2103,18.923,0.24083,-0.029053
5.6908,17.696,14.79,19.485,0.21602,-0.073595
5.2109,17.696,14.31,19.425,0.23254,-0.070592
5.2109,17.696,5.6904,18.984,0.26034,-0.023385
5.2107,17.696,6.1698,19.006,0.26647,-0.0071533
5.2107,17.696,13.83,19.375,0.23701,-0.059256
4.7305,17.696,6.6492,19.054,0.2968,-0.010232
4.7305,17.696,13.351,19.34,0.2627,-0.059146
4.7303,17.696,12.872,19.303,0.26775,-0.043581
4.7303,17.696,7.1281,19.072,0.29671,-0.013449
4.7302,17.696,12.393,19.274,0.27355,-0.035957
4.7302,17.696,7.6069,19.092,0.29087,-0.0032443
4.7301,17.696,11.914,19.248,0.28234,-0.026978
4.7301,17.696,8.0856,19.107,0.29692,0.0037799
15.751,17.695,10.957,17.714,-0.067886,2.3002
15.751,17.695,9.5215,17.784,-0.077071,1.9419
15.751,17.695,10,17.765,-0.074258,2.0543
15.751,17.695,9.0429,17.797,-0.079335,1.836
15.751,17.695,10.479,17.742,-0.071175,2.1735
15.75,17.695,12.872,17.564,-0.054167,2.895
15.75,17.695,11.914,17.646,-0.061016,2.5787
15.75,17.695,8.5644,17.804,-0.081251,1.7361
15.75,17.695,11.436,17.682,-0.064466,2.435
15.75,17.695,12.393,17.606,-0.057509,2.7317
15.75,17.695,7.6071,17.799,-0.083399,1.5515
15.75,17.695,8.0858,17.805,-0.082654,1.6414
15.75,17.695,7.1283,17.785,-0.083685,1.4652
15.269,17.695,13.83,17.735,-0.0087283,2.85
15.269,17.695,5.6907,17.818,-0.022228,1.0622
15.269,17.695,6.17,17.866,-0.02511,1.133
15.269,17.695,14.309,17.704,-0.0094607,3.0284
14.789,17.695,5.2106,17.888,0.018685,0.85073
14.789,17.695,14.789,17.949,0.0050574,2.7872
14.309,17.695,4.7301,17.94,0.046012,0.67009
14.309,17.695,15.27,18.211,0.0025264,2.5431
13.83,17.695,15.27,18.452,0.002208,2.1536
13.83,17.695,4.7299,18.05,0.063144,0.56663
12.393,17.695,4.2486,18.247,0.094803,0.28893
12.393,17.695,15.751,19.113,-0.0034528,1.3402
11.914,17.695,4.2485,18.318,0.10318,0.2369
11.914,17.695,15.751,19.265,0.0072817,1.1023
11.436,17.695,4.2485,18.38,0.11173,0.19281
11.436,17.695,15.752,19.393,0.021548,0.89775
10.957,17.695,15.752,19.497,0.038094,0.72106
10.957,17.695,4.2484,18.437,0.12056,0.15535
10.479,17.695,15.752,19.58,0.055699,0.56733
10.479,17.695,4.2484,18.487,0.1296,0.1234
10,17.695,4.2484,18.533,0.13874,0.095923
10,17.695,15.752,19.643,0.07336,0.43272
9.5215,17.695,4.2484,18.575,0.14792,0.072007
9.5215,17.695,15.752,19.686,0.090525,0.3149
9.043,17.695,4.2484,18.614,0.15711,0.050946
9.043,17.695,15.752,19.712,0.1071,0.2128
8.5644,17.695,15.752,19.724,0.12322,0.12578
8.5644,17.695,4.2485,18.65,0.16633,0.032381
8.0859,17.695,15.751,19.724,0.1391,0.053344
8.0859,17.695,4.2485,18.683,0.17564,0.015871
7.6072,17.695,4.2486,18.715,0.18524,0.00072371
7.6072,17.695,15.751,19.716,0.1549,-0.0052957
6.1704,17.695,4.7299,18.854,0.22477,-0.02704
6.1704,17.695,15.27,19.568,0.20141,-0.077426
5.6911,17.695,4.7301,18.885,0.2402,-0.040661
5.6911,17.695,15.27,19.558,0.21592,-0.096784
5.2112,17.695,5.2106,18.955,0.25813,-0.041336
5.2112,17.695,14.789,19.482,0.22948,-0.088188
4.7309,17.695,5.6907,19.018,0.28071,-0.033307
4.7309,17.695,14.309,19.428,0.24659,-0.081817
4.7307,17.695,13.83,19.382,0.25121,-0.071447
4.7307,17.695,6.17,19.037,0.28705,-0.016132
4.2498,17.695,12.872,19.318,0.28671,-0.054318
4.2498,17.695,7.1283,19.104,0.32081,-0.021325
4.2497,17.695,12.393,19.291,0.29258,-0.046193
4.2497,17.695,7.6071,19.121,0.31405,-0.01082
4.2496,17.695,8.0858,19.135,0.32032,-0.0031813
4.2496,17.695,11.914,19.266,0.30247,-0.037944
4.2495,17.695,8.5644,19.148,0.31799,-0.0057421
4.2495,17.695,10,19.187,0.32236,-0.0023743
4.2495,17.695,10.957,19.221,0.31617,-0.024973
4.2495,17.695,9.0429,19.162,0.31555,0.00020643
4.2495,17.695,11.436,19.243,0.30703,-0.030652
4.2495,17.695,9.5215,19.175,0.31958,0.0029272
4.2495,17.695,10.479,19.202,0.32231,-0.012726
15.75,17.694,13.351,17.519,-0.050915,3.0694
15.75,17.694,5.691,17.679,-0.078195,1.2198
15.75,17.694,6.1703,17.727,-0.081261,1.2997
15.75,17.694,13.83,17.472,-0.047985,3.2557
15.75,17.694,14.309,17.424,-0.04547,3.4553
15.75,17.694,6.6494,17.761,-0.083064,1.3817
15.269,17.694,14.789,17.674,-0.011049,3.2203
15.269,17.694,5.2109,17.758,-0.019259,0.98903
14.788,17.694,15.27,17.943,-0.0009417,2.9711
14.788,17.694,4.7304,17.817,0.021018,0.787
13.829,17.694,15.751,18.499,-0.010273,2.3059
13.829,17.694,4.249,17.975,0.065054,0.50578
13.35,17.694,4.2488,18.077,0.076894,0.42214
13.35,17.694,15.751,18.732,-0.011778,1.9384
12.872,17.694,4.2487,18.167,0.086298,0.35024
12.872,17.694,15.751,18.936,-0.0098238,1.6173
7.1285,17.694,4.2487,18.746,0.19558,-0.013658
7.1285,17.694,15.751,19.702,0.17078,-0.051429
6.6497,17.694,15.751,19.684,0.18686,-0.086458
6.6497,17.694,4.2488,18.777,0.20702,-0.027411
6.1707,17.694,15.751,19.664,0.20325,-0.11185
6.1707,17.694,4.249,18.808,0.21988,-0.040512
5.2116,17.694,15.27,19.547,0.23094,-0.10977
5.2116,17.694,4.7304,18.917,0.25808,-0.053338
4.7313,17.694,14.789,19.479,0.24369,-0.097649
4.7313,17.694,5.2109,18.989,0.27855,-0.052491
4.2504,17.694,5.691,19.055,0.30442,-0.04156
4.2504,17.694,14.309,19.433,0.2619,-0.08885
4.2502,17.694,6.1703,19.073,0.31123,-0.023188
4.2502,17.694,13.83,19.391,0.2668,-0.080006
4.25,17.694,13.351,19.353,0.27943,-0.069759
4.25,17.694,6.6494,19.087,0.32145,-0.017688
16.232,17.693,10.957,17.509,-0.14403,2.6035
16.232,17.693,8.0859,17.645,-0.1634,1.8592
16.232,17.693,8.5645,17.638,-0.16158,1.9666
16.232,17.693,11.436,17.467,-0.13923,2.7546
16.232,17.693,7.6073,17.643,-0.16446,1.7572
16.232,17.693,11.914,17.42,-0.13414,2.9151
16.232,17.693,10,17.578,-0.15251,2.3267
16.232,17.693,9.043,17.624,-0.15911,2.0799
16.232,17.693,9.5215,17.604,-0.15611,2.1998
16.232,17.693,12.393,17.369,-0.12876,3.0856
16.232,17.693,10.478,17.546,-0.14847,2.4611
16.231,17.693,12.871,17.314,-0.12321,3.2669
16.231,17.693,7.1286,17.633,-0.16482,1.6595
16.231,17.693,13.35,17.255,-0.11745,3.4598
16.231,17.693,6.6497,17.613,-0.16413,1.5655
15.749,17.693,14.789,17.376,-0.043454,3.6695
15.749,17.693,5.2114,17.618,-0.07469,1.1385
15.268,17.693,4.7308,17.683,-0.016161,0.91683
15.268,17.693,15.269,17.647,-0.013489,3.428
14.788,17.693,15.75,17.945,-0.0081107,3.1712
14.788,17.693,4.2496,17.733,0.024329,0.71154
14.309,17.693,15.751,18.236,-0.007724,2.7186
14.309,17.693,4.2493,17.86,0.048551,0.60206
12.393,17.693,3.767,18.171,0.092423,0.26135
12.393,17.693,16.233,19.257,-0.015583,1.4514
11.914,17.693,16.233,19.429,-0.0036042,1.1948
11.914,17.693,3.7669,18.245,0.10027,0.21451
11.435,17.693,16.233,19.573,0.011877,0.97145
11.435,17.693,3.7669,18.311,0.10843,0.17463
10.957,17.693,3.7668,18.369,0.11695,0.14053
10.957,17.693,16.233,19.69,0.029239,0.77537
10.478,17.693,16.233,19.782,0.047045,0.60201
10.478,17.693,3.7668,18.422,0.12576,0.11122
10,17.693,3.7668,18.47,0.13471,0.085888
10,17.693,16.233,19.847,0.064447,0.4483
9.5215,17.693,16.233,19.889,0.081166,0.31275
9.5215,17.693,3.7668,18.513,0.14368,0.063634
9.043,17.693,3.7668,18.554,0.15264,0.043501
9.043,17.693,16.233,19.91,0.097408,0.19519
8.5645,17.693,3.7669,18.591,0.16169,0.024982
8.5645,17.693,16.233,19.912,0.11371,0.095663
8.086,17.693,16.233,19.9,0.13069,0.014045
8.086,17.693,3.7669,18.626,0.17077,0.0081212
7.6074,17.693,3.767,18.659,0.17993,-0.007075
7.6074,17.693,16.233,19.878,0.14866,-0.050225
5.6915,17.693,15.751,19.644,0.22009,-0.1291
5.6915,17.693,4.2493,18.839,0.23456,-0.053129
5.212,17.693,15.75,19.624,0.23756,-0.13969
5.212,17.693,4.2496,18.873,0.25157,-0.065386
4.7317,17.693,4.7308,18.953,0.27902,-0.065047
4.7317,17.693,15.269,19.537,0.2468,-0.11733
4.2508,17.693,14.789,19.479,0.25911,-0.10263
4.2508,17.693,5.2114,19.029,0.30263,-0.062289
3.7687,17.693,13.35,19.37,0.29819,-0.077374
3.7687,17.693,6.6497,19.126,0.35042,-0.023214
3.7686,17.693,7.1286,19.141,0.34915,-0.027266
3.7686,17.693,12.871,19.338,0.30827,-0.062568
3.7685,17.693,12.393,19.312,0.31479,-0.054051
3.7685,17.693,7.6073,19.157,0.34175,-0.016604
3.7684,17.693,8.0859,19.169,0.34806,-0.0085761
3.7684,17.693,11.914,19.289,0.3258,-0.046619
3.7683,17.693,11.436,19.268,0.33167,-0.039663
3.7683,17.693,9.043,19.194,0.34315,-0.006094
3.7683,17.693,10.957,19.247,0.3423,-0.034038
3.7683,17.693,10.478,19.229,0.35008,-0.020739
3.7683,17.693,9.5215,19.205,0.34729,-0.0030464
3.7683,17.693,8.5645,19.18,0.34617,-0.011597
3.7683,17.693,10,19.215,0.35028,-0.0088605
16.231,17.692,14.309,17.128,-0.10584,3.8847
16.231,17.692,6.1707,17.581,-0.16216,1.474
16.231,17.692,13.829,17.193,-0.11164,3.6653
16.231,17.692,5.6915,17.534,-0.15889,1.3853
15.749,17.692,15.269,17.328,-0.041954,3.9002
15.749,17.692,4.7312,17.54,-0.070752,1.0582
15.268,17.692,15.75,17.626,-0.016889,3.6531
15.268,17.692,4.25,17.595,-0.011921,0.83413
14.308,17.692,3.7676,17.766,0.049521,0.54356
14.308,17.692,16.232,18.28,-0.018852,2.9142
13.829,17.692,16.233,18.569,-0.023243,2.4779
13.829,17.692,3.7674,17.886,0.064963,0.45634
13.35,17.692,3.7672,17.993,0.075921,0.381
13.35,17.692,16.233,18.828,-0.025333,2.0887
12.871,17.692,3.7671,18.087,0.084566,0.31642
12.871,17.692,16.233,19.057,-0.02295,1.7476
7.1287,17.692,16.233,19.85,0.16769,-0.098808
7.1287,17.692,3.7671,18.691,0.18953,-0.021288
6.65,17.692,16.233,19.817,0.18768,-0.13393
6.65,17.692,3.7672,18.722,0.20002,-0.035286
6.171,17.692,16.233,19.784,0.20847,-0.15783
6.171,17.692,3.7674,18.753,0.21184,-0.049342
5.6919,17.692,3.7676,18.784,0.22549,-0.063634
5.6919,17.692,16.232,19.751,0.2299,-0.17272
4.7321,17.692,4.25,18.91,0.27167,-0.077338
4.7321,17.692,15.75,19.605,0.25577,-0.14486
4.2512,17.692,15.269,19.529,0.26363,-0.12016
4.2512,17.692,4.7312,18.994,0.30367,-0.075635
3.7692,17.692,5.6915,19.1,0.33188,-0.047799
3.7692,17.692,14.309,19.442,0.27879,-0.092136
3.7689,17.692,6.1707,19.114,0.33947,-0.028144
3.7689,17.692,13.829,19.405,0.28416,-0.085181
16.714,17.691,9.0431,17.446,-0.27317,2.3253
16.714,17.691,10.478,17.343,-0.25977,2.7487
16.714,17.691,10.957,17.297,-0.25408,2.9061
16.714,17.691,11.435,17.244,-0.24782,3.0725
16.714,17.691,8.5646,17.467,-0.27625,2.199
16.714,17.691,9.5215,17.418,-0.26938,2.4588
16.714,17.691,10,17.384,-0.26488,2.5998
16.231,17.691,5.2119,17.472,-0.15482,1.2964
16.23,17.691,15.268,16.992,-0.094561,4.371
16.23,17.691,14.788,17.061,-0.10014,4.1193
16.23,17.691,4.7318,17.393,-0.14996,1.2091
15.748,17.691,4.2505,17.447,-0.065417,0.96908
15.748,17.691,15.75,17.283,-0.041102,4.1494
14.787,17.691,3.7679,17.632,0.02656,0.64361
14.787,17.691,16.232,17.962,-0.016286,3.3917
5.2125,17.691,16.232,19.719,0.25185,-0.18067
5.2125,17.691,3.7679,18.818,0.24156,-0.078281
4.2517,17.691,15.75,19.588,0.27468,-0.1454
4.2517,17.691,4.2505,18.952,0.29573,-0.08882
3.77,17.691,4.7318,19.043,0.33234,-0.084604
3.77,17.691,15.268,19.524,0.28158,-0.11861
3.7696,17.691,5.2119,19.075,0.3307,-0.070229
3.7696,17.691,14.788,19.481,0.27598,-0.10357
3.2863,17.691,8.5646,19.221,0.37865,-0.016057
3.2863,17.691,8.0861,19.211,0.3803,-0.012527
3.2863,17.691,11.914,19.32,0.35257,-0.052892
3.2863,17.691,11.435,19.3,0.36014,-0.046407
3.2862,17.691,10.957,19.281,0.37219,-0.040839
3.2862,17.691,10.478,19.264,0.38154,-0.026806
3.2862,17.691,9.5215,19.243,0.37869,-0.0075048
3.2862,17.691,9.0431,19.233,0.3748,-0.011043
3.2862,17.691,10,19.252,0.38194,-0.013569
16.714,17.69,7.6075,17.484,-0.27996,1.9651
16.714,17.69,11.914,17.187,-0.24103,3.2487
16.714,17.69,12.393,17.124,-0.23368,3.4351
16.714,17.69,12.871,17.056,-0.22586,3.6326
16.714,17.69,7.1288,17.479,-0.28048,1.8563
16.714,17.69,8.0861,17.48,-0.27854,2.079
16.713,17.69,13.829,16.906,-0.20891,4.0643
16.713,17.69,6.6501,17.463,-0.27982,1.7521
16.713,17.69,13.35,16.984,-0.21758,3.842
16.713,17.69,6.1711,17.433,-0.2778,1.6515
16.229,17.69,15.749,16.923,-0.089224,4.6419
16.229,17.69,4.2511,17.297,-0.14336,1.115
15.267,17.69,16.232,17.615,-0.021251,3.8993
15.267,17.69,3.7683,17.487,-0.0082182,0.75705
12.871,17.69,3.2844,17.986,0.086034,0.24908
12.871,17.69,16.716,19.232,-0.03308,1.895
12.392,17.69,3.2843,18.074,0.093551,0.19969
12.392,17.69,16.716,19.464,-0.023723,1.576
11.914,17.69,3.2843,18.151,0.10112,0.1577
11.914,17.69,16.716,19.664,-0.0098061,1.2958
11.435,17.69,16.716,19.832,0.0071935,1.0476
11.435,17.69,3.2842,18.22,0.109,0.12189
10.957,17.69,16.716,19.967,0.025233,0.82531
10.957,17.69,3.2842,18.281,0.11722,0.091122
10.478,17.69,16.716,20.07,0.042565,0.62503
10.478,17.69,3.2842,18.337,0.12567,0.064623
10,17.69,16.716,20.14,0.058524,0.445
10,17.69,3.2842,18.386,0.13416,0.041956
9.5216,17.69,16.716,20.18,0.073435,0.28541
9.5216,17.69,3.2842,18.431,0.1425,0.022511
9.0431,17.69,16.716,20.191,0.08834,0.14761
9.0431,17.69,3.2842,18.472,0.15061,0.00527
8.5646,17.69,16.716,20.179,0.10456,0.03297
8.5646,17.69,3.2842,18.51,0.15861,-0.010936
8.0861,17.69,16.716,20.149,0.12327,-0.058581
8.0861,17.69,3.2843,18.547,0.16672,-0.026561
7.6076,17.69,3.2843,18.581,0.17509,-0.041371
7.6076,17.69,16.716,20.106,0.14487,-0.12833
7.129,17.69,3.2844,18.613,0.18389,-0.055387
7.129,17.69,16.716,20.057,0.16903,-0.17851
4.7328,17.69,16.232,19.689,0.27413,-0.18324
4.7328,17.69,3.7684,18.855,0.26093,-0.093245
3.7706,17.69,4.2512,19.003,0.3242,-0.099224
3.7706,17.69,15.749,19.573,0.2947,-0.14177
3.2871,17.69,5.692,19.152,0.36334,-0.051638
3.2871,17.69,14.308,19.454,0.29734,-0.091518
3.2868,17.69,6.1711,19.164,0.37186,-0.030951
3.2868,17.69,13.829,19.423,0.30354,-0.086799
3.2866,17.69,13.35,19.393,0.31919,-0.081665
3.2866,17.69,6.6501,19.174,0.38358,-0.026713
3.2865,17.69,12.871,19.364,0.33243,-0.068099
3.2865,17.69,7.1288,19.187,0.38178,-0.031115
3.2864,17.69,12.393,19.341,0.34029,-0.05947
3.2864,17.69,7.6075,19.2,0.37411,-0.020523
